16 0 5.413038 
16 1 4.832933 
16 2 4.616686 
16 3 4.509005 
16 4 4.443224 
16 5 4.397756 
16 6 4.364431 
16 7 4.339481 
16 8 4.320760 
16 9 4.306819 
16 10 4.296568 
16 11 4.289140 
16 12 4.283844 
16 13 4.280135 
16 14 4.277590 
16 15 4.275888 
16 16 4.274786 
16 17 4.274108 
16 18 4.273722 
16 19 4.273536 
16 20 4.273481 
16 21 4.273511 
16 22 4.273592 
16 23 4.273702 
16 24 4.273826 
16 25 4.273954 
16 26 4.274078 
16 27 4.274196 
16 28 4.274305 
16 29 4.274404 
16 30 4.274493 
16 31 4.274572 
16 32 4.274641 
16 33 4.274703 
16 34 4.274756 
16 35 4.274803 
16 36 4.274843 
16 37 4.274878 
16 38 4.274909 
16 39 4.274935 
16 40 4.274957 
16 41 4.274976 
16 42 4.274993 
16 43 4.275007 
16 44 4.275019 
16 45 4.275030 
16 46 4.275038 
16 47 4.275046 
16 48 4.275053 
16 49 4.275058 
16 50 4.275063 
16 51 4.275067 
16 52 4.275071 
16 53 4.275073 
16 54 4.275076 
16 55 4.275078 
16 56 4.275080 
16 57 4.275082 
16 58 4.275083 
16 59 4.275084 
16 60 4.275085 
16 61 4.275086 
16 62 4.275087 
16 63 4.275087 
16 64 4.275088 
16 65 4.275088 
16 66 4.275089 
16 67 4.275089 
16 68 4.275089 
16 69 4.275090 
16 70 4.275090 
16 71 4.275090 
16 72 4.275090 
16 73 4.275090 
16 74 4.275090 
16 75 4.275090 
16 76 4.275090 
16 77 4.275091 
16 78 4.275091 
16 79 4.275091 
16 80 4.275091 

 
8 81 4.512994 
8 82 4.510625 
8 83 4.509864 
8 84 4.509352 
8 85 4.508964 
8 86 4.508660 
8 87 4.508417 
8 88 4.508219 
8 89 4.508056 
8 90 4.507922 
8 91 4.507810 
8 92 4.507716 
8 93 4.507637 
8 94 4.507570 
8 95 4.507513 
8 96 4.507465 
8 97 4.507423 
8 98 4.507387 
8 99 4.507357 
8 100 4.507330 
8 101 4.507307 
8 102 4.507287 
8 103 4.507270 
8 104 4.507255 
8 105 4.507242 
8 106 4.507231 
8 107 4.507220 
8 108 4.507212 
8 109 4.507204 
8 110 4.507197 
8 111 4.507191 
8 112 4.507185 
8 113 4.507180 
8 114 4.507176 
8 115 4.507172 
8 116 4.507168 
8 117 4.507165 
8 118 4.507162 
8 119 4.507159 
8 120 4.507157 
8 121 4.507155 
8 122 4.507153 
8 123 4.507151 
8 124 4.507149 
8 125 4.507147 
8 126 4.507145 
8 127 4.507144 
8 128 4.507143 
8 129 4.507141 
8 130 4.507140 
8 131 4.507139 
8 132 4.507138 
8 133 4.507137 
8 134 4.507136 
8 135 4.507135 
8 136 4.507134 
8 137 4.507133 
8 138 4.507132 
8 139 4.507131 
8 140 4.507130 
8 141 4.507130 
8 142 4.507129 
8 143 4.507128 
8 144 4.507127 
8 145 4.507127 
8 146 4.507126 
8 147 4.507126 
8 148 4.507125 
8 149 4.507125 
8 150 4.507124 
8 151 4.507124 
8 152 4.507123 
8 153 4.507123 
8 154 4.507122 
8 155 4.507122 
8 156 4.507121 
8 157 4.507121 
8 158 4.507121 
8 159 4.507120 
8 160 4.507120 
8 161 4.507120 
8 162 4.507119 
8 163 4.507119 
8 164 4.507119 
8 165 4.507118 
8 166 4.507118 
8 167 4.507118 
8 168 4.507118 
8 169 4.507117 
8 170 4.507117 
8 171 4.507117 
8 172 4.507117 
8 173 4.507116 
8 174 4.507116 
8 175 4.507116 
8 176 4.507116 
8 177 4.507116 
8 178 4.507115 
8 179 4.507115 
8 180 4.507115 
8 181 4.507115 
8 182 4.507115 
8 183 4.507115 
8 184 4.507115 
8 185 4.507114 
8 186 4.507114 
8 187 4.507114 
8 188 4.507114 
8 189 4.507114 
8 190 4.507114 
8 191 4.507114 
8 192 4.507114 
8 193 4.507114 
8 194 4.507113 
8 195 4.507113 
8 196 4.507113 
8 197 4.507113 
8 198 4.507113 
8 199 4.507113 
8 200 4.507113 
8 201 4.507113 
8 202 4.507113 
8 203 4.507113 
8 204 4.507113 
8 205 4.507113 
8 206 4.507113 
8 207 4.507113 
8 208 4.507112 
8 209 4.507112 
8 210 4.507112 
8 211 4.507112 
8 212 4.507112 
8 213 4.507112 

 
4 214 4.572378 
4 215 4.572133 
4 216 4.572090 
4 217 4.572064 
4 218 4.572043 
4 219 4.572026 
4 220 4.572010 
4 221 4.571996 
4 222 4.571983 
4 223 4.571971 
4 224 4.571960 
4 225 4.571950 
4 226 4.571941 
4 227 4.571932 
4 228 4.571924 
4 229 4.571916 
4 230 4.571909 
4 231 4.571903 
4 232 4.571896 
4 233 4.571890 
4 234 4.571885 
4 235 4.571880 
4 236 4.571875 
4 237 4.571870 
4 238 4.571866 
4 239 4.571861 
4 240 4.571857 
4 241 4.571854 
4 242 4.571850 
4 243 4.571847 
4 244 4.571843 
4 245 4.571840 
4 246 4.571837 
4 247 4.571834 
4 248 4.571832 
4 249 4.571829 
4 250 4.571827 
4 251 4.571825 
4 252 4.571822 
4 253 4.571820 
4 254 4.571818 
4 255 4.571816 
4 256 4.571814 
4 257 4.571813 
4 258 4.571811 
4 259 4.571809 
4 260 4.571808 
4 261 4.571806 
4 262 4.571805 
4 263 4.571804 
4 264 4.571802 
4 265 4.571801 
4 266 4.571800 
4 267 4.571799 
4 268 4.571798 
4 269 4.571797 
4 270 4.571796 
4 271 4.571795 
4 272 4.571794 
4 273 4.571793 
4 274 4.571792 
4 275 4.571791 
4 276 4.571790 
4 277 4.571790 
4 278 4.571789 
4 279 4.571788 
4 280 4.571787 
4 281 4.571787 
4 282 4.571786 
4 283 4.571786 
4 284 4.571785 
4 285 4.571784 
4 286 4.571784 
4 287 4.571783 
4 288 4.571783 
4 289 4.571782 
4 290 4.571782 
4 291 4.571781 
4 292 4.571781 
4 293 4.571781 
4 294 4.571780 
4 295 4.571780 
4 296 4.571779 
4 297 4.571779 
4 298 4.571779 
4 299 4.571778 
4 300 4.571778 
4 301 4.571778 
4 302 4.571777 
4 303 4.571777 
4 304 4.571777 
4 305 4.571777 
4 306 4.571776 
4 307 4.571776 
4 308 4.571776 
4 309 4.571775 
4 310 4.571775 
4 311 4.571775 
4 312 4.571775 
4 313 4.571775 
4 314 4.571774 
4 315 4.571774 
4 316 4.571774 
4 317 4.571774 
4 318 4.571774 
4 319 4.571773 
4 320 4.571773 
4 321 4.571773 
4 322 4.571773 
4 323 4.571773 
4 324 4.571773 
4 325 4.571773 
4 326 4.571772 
4 327 4.571772 
4 328 4.571772 
4 329 4.571772 
4 330 4.571772 
4 331 4.571772 
4 332 4.571772 
4 333 4.571771 
4 334 4.571771 
4 335 4.571771 
4 336 4.571771 
4 337 4.571771 
4 338 4.571771 
4 339 4.571771 
4 340 4.571771 
4 341 4.571771 
4 342 4.571771 
4 343 4.571770 
4 344 4.571770 
4 345 4.571770 
4 346 4.571770 
4 347 4.571770 
4 348 4.571770 
4 349 4.571770 
4 350 4.571770 
4 351 4.571770 
4 352 4.571770 
4 353 4.571770 
4 354 4.571770 
4 355 4.571770 
4 356 4.571770 
4 357 4.571769 
4 358 4.571769 
4 359 4.571769 
4 360 4.571769 
4 361 4.571769 
4 362 4.571769 
4 363 4.571769 
4 364 4.571769 
4 365 4.571769 
4 366 4.571769 
4 367 4.571769 
4 368 4.571769 
4 369 4.571769 
4 370 4.571769 
4 371 4.571769 

 
2 372 4.588471 
2 373 4.588443 
2 374 4.588440 
2 375 4.588439 
2 376 4.588438 
2 377 4.588438 
2 378 4.588437 
2 379 4.588437 
2 380 4.588436 
2 381 4.588436 
2 382 4.588435 
2 383 4.588435 
2 384 4.588435 
2 385 4.588434 
2 386 4.588434 
2 387 4.588434 
2 388 4.588433 
2 389 4.588433 
2 390 4.588433 
2 391 4.588432 
2 392 4.588432 
2 393 4.588432 
2 394 4.588432 
2 395 4.588431 
2 396 4.588431 
2 397 4.588431 
2 398 4.588431 
2 399 4.588430 
2 400 4.588430 
2 401 4.588430 
2 402 4.588430 
2 403 4.588429 
2 404 4.588429 
2 405 4.588429 
2 406 4.588429 
2 407 4.588429 
2 408 4.588428 
2 409 4.588428 
2 410 4.588428 
2 411 4.588428 
2 412 4.588428 
2 413 4.588428 
2 414 4.588427 
2 415 4.588427 
2 416 4.588427 
2 417 4.588427 
2 418 4.588427 
2 419 4.588427 
2 420 4.588426 
2 421 4.588426 
2 422 4.588426 
2 423 4.588426 
2 424 4.588426 
2 425 4.588426 
2 426 4.588425 
2 427 4.588425 
2 428 4.588425 
2 429 4.588425 
2 430 4.588425 
2 431 4.588425 
2 432 4.588425 
2 433 4.588425 
2 434 4.588424 
2 435 4.588424 
2 436 4.588424 
2 437 4.588424 
2 438 4.588424 
2 439 4.588424 
2 440 4.588424 
2 441 4.588424 
2 442 4.588423 
2 443 4.588423 
2 444 4.588423 
2 445 4.588423 
2 446 4.588423 
2 447 4.588423 
2 448 4.588423 
2 449 4.588423 
2 450 4.588423 
2 451 4.588423 
2 452 4.588422 
2 453 4.588422 
2 454 4.588422 
2 455 4.588422 
2 456 4.588422 
2 457 4.588422 
2 458 4.588422 
2 459 4.588422 
2 460 4.588422 
2 461 4.588422 
2 462 4.588422 
2 463 4.588422 
2 464 4.588421 
2 465 4.588421 
2 466 4.588421 
2 467 4.588421 
2 468 4.588421 
2 469 4.588421 
2 470 4.588421 
2 471 4.588421 
2 472 4.588421 
2 473 4.588421 
2 474 4.588421 
2 475 4.588421 
2 476 4.588421 
2 477 4.588420 
2 478 4.588420 
2 479 4.588420 
2 480 4.588420 
2 481 4.588420 
2 482 4.588420 
2 483 4.588420 
2 484 4.588420 
2 485 4.588420 
2 486 4.588420 
2 487 4.588420 
2 488 4.588420 
2 489 4.588420 
2 490 4.588420 
2 491 4.588420 
2 492 4.588420 
2 493 4.588419 
2 494 4.588419 
