0.000000 1.000000 0.010000 0.000000 
2.000000 1.000000 0.013201 -0.009600 
2.170625 0.085312 0.010295 -0.026161 
2.299687 0.064531 0.005400 -0.051674 
2.419693 0.060003 -0.003207 -0.094878 
2.568758 0.074532 -0.024417 -0.198985 
2.721825 0.076533 -0.070326 -0.420979 
2.866803 0.072489 -0.159542 -0.844187 
3.025285 0.079241 -0.358415 -1.722333 
3.121738 0.048227 -0.560249 -2.465285 
3.202873 0.040568 -0.783985 -3.013051 
3.286332 0.041729 -1.044225 -3.138165 
3.364873 0.039271 -1.274176 -2.650554 
3.431814 0.033471 -1.427849 -1.929882 
3.498968 0.033577 -1.532644 -1.210186 
3.576966 0.038999 -1.601419 -0.590328 
3.703371 0.063203 -1.639566 -0.077590 
3.874984 0.085807 -1.631374 0.135045 
4.063344 0.094180 -1.600125 0.188135 
4.369115 0.152885 -1.538136 0.215235 
4.940234 0.285559 -1.401998 0.267298 
5.531405 0.295586 -1.215673 0.384470 
5.954677 0.211636 -1.012157 0.621323 
6.170278 0.107800 -0.848288 0.936710 
6.309640 0.069681 -0.690444 1.368565 
6.415427 0.052893 -0.515383 1.990844 
6.502734 0.043654 -0.304527 2.902520 
6.593538 0.045402 0.028486 4.529875 
6.646551 0.026507 0.302960 5.840987 
6.686870 0.020159 0.559373 6.854025 
6.724388 0.018759 0.830122 7.513010 
6.761945 0.018778 1.114779 7.539245 
6.805434 0.021744 1.423656 6.532826 
6.836347 0.015457 1.606999 5.300441 
6.867674 0.015664 1.751539 3.937113 
6.900108 0.016217 1.858238 2.678265 
6.939963 0.019927 1.940847 1.529338 
7.005837 0.032937 2.003710 0.496273 
7.086305 0.040234 2.022716 0.044959 
7.168092 0.040894 2.020316 -0.083410 
7.283832 0.057870 2.007758 -0.124716 
7.480719 0.098444 1.982027 -0.134214 
7.935828 0.227554 1.919255 -0.141795 
9.057614 0.560893 1.746944 -0.168032 
10.004631 0.473509 1.571793 -0.208244 
10.775211 0.385290 1.390734 -0.274457 
11.362398 0.293593 1.200429 -0.397630 
11.773563 0.205583 0.994872 -0.649057 
11.976131 0.101284 0.834708 -0.969077 
12.111857 0.067863 0.675636 -1.415842 
12.215414 0.051778 0.498348 -2.058861 
12.301739 0.043163 0.282555 -3.005415 
12.391152 0.044706 -0.056249 -4.667397 
12.440327 0.024587 -0.315744 -5.898198 
12.480637 0.020155 -0.574299 -6.903346 
12.518133 0.018748 -0.846280 -7.535128 
12.555630 0.018748 -1.130492 -7.516658 
12.595425 0.019898 -1.413335 -6.586531 
12.626405 0.015490 -1.598941 -5.365279 
12.657829 0.015712 -1.745906 -3.996831 
12.690085 0.016128 -1.853894 -2.733626 
12.729408 0.019662 -1.937494 -1.579037 
12.792728 0.031660 -2.001148 -0.543312 
12.873969 0.040620 -2.022460 -0.056158 
12.954872 0.040451 -2.020655 0.079601 
13.068083 0.056606 -2.008619 0.123715 
13.258588 0.095252 -1.983820 0.133959 
13.689666 0.215539 -1.924546 0.141125 
14.925173 0.617754 -1.733995 0.170143 
15.849715 0.462271 -1.560522 0.211287 
16.607198 0.378742 -1.379471 0.279806 
17.183704 0.288253 -1.188271 0.408421 
17.582020 0.199158 -0.983381 0.668009 
17.776791 0.097386 -0.825246 0.992032 
17.910073 0.066641 -0.665322 1.449270 
18.012162 0.051045 -0.486413 2.107070 
18.097887 0.042862 -0.266951 3.079022 
18.186420 0.044267 0.076249 4.765912 
18.233022 0.023301 0.325530 5.941351 
18.273271 0.020124 0.585304 6.938631 
18.310768 0.018749 0.858269 7.549848 
18.348242 0.018737 1.142240 7.497676 
18.386897 0.019328 1.416185 6.571506 
18.417884 0.015493 1.601296 5.346092 
18.449280 0.015698 1.747543 3.979181 
18.481588 0.016154 1.855151 2.717287 
18.521065 0.019739 1.938460 1.564388 
18.585103 0.032019 2.001879 0.529561 
18.666086 0.040492 2.022512 0.053012 
18.747222 0.040568 2.020542 -0.080668 
18.861119 0.056948 2.008363 -0.124000 
19.053341 0.096111 1.983312 -0.134032 
19.490815 0.218737 1.923108 -0.141306 
20.617860 0.563522 1.750612 -0.167345 
21.567940 0.475040 1.575681 -0.207140 
22.342584 0.387322 1.394754 -0.272579 
22.933495 0.295456 1.204805 -0.393847 
23.349181 0.207843 0.999127 -0.642181 
23.554795 0.102807 0.838127 -0.960890 
23.691421 0.068313 0.679361 -1.403894 
23.795524 0.052051 0.502643 -2.041648 
23.882083 0.043280 0.288125 -2.979268 
23.971831 0.044874 -0.049168 -4.632427 
24.021948 0.025059 -0.312357 -5.883163 
24.062271 0.020161 -0.570420 -6.890719 
24.099770 0.018750 -0.842071 -7.529644 
24.137279 0.018755 -1.126385 -7.522896 
24.177502 0.020111 -1.412531 -6.590740 
24.208478 0.015488 -1.598267 -5.370741 
24.239909 0.015716 -1.745438 -4.001857 
24.272151 0.016121 -1.853535 -2.738280 
24.311431 0.019640 -1.937218 -1.583211 
24.374551 0.031560 -2.000939 -0.547221 
24.455871 0.040660 -2.022445 -0.057030 
24.536712 0.040421 -2.020685 0.079307 
24.649737 0.056512 -2.008688 0.123636 
24.839776 0.095020 -1.983957 0.133939 
25.269128 0.214676 -1.924935 0.141076 
26.502911 0.616891 -1.734757 0.170004 
27.428334 0.462712 -1.561277 0.211070 
28.186628 0.379147 -1.380245 0.279430 
28.763849 0.288611 -1.189115 0.407658 
29.163063 0.199607 -0.984168 0.666692 
29.358349 0.097643 -0.825905 0.990419 
29.491799 0.066725 -0.666040 1.446924 
29.593988 0.051095 -0.487247 2.103685 
29.679752 0.042882 -0.268047 3.073835 
29.768345 0.044296 0.074836 4.758965 
29.815125 0.023390 0.324835 5.938299 
29.855379 0.020127 0.584530 6.936175 
29.892876 0.018748 0.857424 7.548853 
29.930351 0.018737 1.141409 7.499073 
29.969083 0.019366 1.415959 6.572704 
30.000070 0.015493 1.601110 5.347609 
30.031467 0.015699 1.747414 3.980577 
30.063771 0.016152 1.855052 2.718579 
30.103237 0.019733 1.938383 1.565546 
30.167217 0.031990 2.001821 0.530650 
30.248219 0.040501 2.022508 0.053266 
30.329336 0.040558 2.020551 -0.080582 
30.443176 0.056920 2.008384 -0.123977 
30.635257 0.096041 1.983353 -0.134026 
31.072207 0.218475 1.923226 -0.141292 
32.199420 0.563607 1.750723 -0.167324 
33.149592 0.475086 1.575798 -0.207107 
33.924359 0.387383 1.394876 -0.272522 
34.515383 0.295512 1.204938 -0.393733 
34.931205 0.207911 0.999257 -0.641972 
35.136914 0.102854 0.838231 -0.960643 
35.273568 0.068327 0.679474 -1.403533 
35.377687 0.052060 0.502773 -2.041128 
35.464253 0.043283 0.288293 -2.978479 
35.554011 0.044879 -0.048955 -4.631373 
35.604157 0.025073 -0.312256 -5.882714 
35.644480 0.020161 -0.570304 -6.890339 
35.681979 0.018750 -0.841944 -7.529477 
35.719489 0.018755 -1.126263 -7.523080 
35.759725 0.020118 -1.412508 -6.590857 
35.790701 0.015488 -1.598249 -5.370894 
35.822133 0.015716 -1.745425 -4.001998 
35.854374 0.016121 -1.853525 -2.738410 
35.893652 0.019639 -1.937210 -1.583328 
35.956768 0.031558 -2.000933 -0.547330 
36.038089 0.040661 -2.022444 -0.057054 
36.118929 0.040420 -2.020686 0.079299 
36.231948 0.056510 -2.008690 0.123634 
36.421975 0.095013 -1.983961 0.133939 
36.851279 0.214652 -1.924946 0.141075 
38.085014 0.616867 -1.734778 0.170000 
39.010461 0.462724 -1.561298 0.211064 
39.768777 0.379158 -1.380267 0.279420 

